"DISTRITO","REGIMEN","PROVINCIA","CODIGO.AMIE","INSTITUCION","BAJO.MATRICULA.USD","BAJO.PENSION.USD","X36MESES.MATRICULA.USD","X36.MESES.PENSION.USD","INICIAL.MATRICULA.USD","INICIAL.PENSION.USD","BASICA.MATRICULA.USD","BASICA.PENSION.USD","BASICASUP.MATRICULA.USD","BASICASUP.PENSION.USD","BACH.MATRICULA.USD","BACH.PENSION.USD"
"17D05","SIERRA-AMAZONIA","PICHINCHA","17H01076","ARCTURUS",0,0,0,0,207.5,332,207.5,332,207.5,332,207.5,332
"17D11","SIERRA-AMAZONIA","PICHINCHA","17H03195","ARDILLITAS DEL VALLE",0,0,90,120,75,120,0,0,0,0,0,0
"17D06","SIERRA-AMAZONIA","PICHINCHA","17H00432","ARISTOTELES",0,0,0,0,46.78,74.84,46.78,74.84,47.62,76.2,47.62,76.2
"17D03","SIERRA-AMAZONIA","PICHINCHA","17H02029","ARTURO EICHLER",0,0,0,0,0,0,62.68,100.28,62.68,100.28,0,0
"17D03","SIERRA-AMAZONIA","PICHINCHA","17H02029","ARTURO EICHLER (PARA TODOS LOS ALUMNOS NUEVOS QUE INGRESARON A PARTIR DEL PERÍODO 2016-2017)",0,0,0,0,0,0,62.86,100.56,0,0,0,0
"17D05","SIERRA-AMAZONIA","PICHINCHA","17H03070","ATENEA",0,0,222.75,297,185.62,297,185.62,297,0,0,0,0
"11D01","SIERRA-AMAZONIA","LOJA","11H00002","ATENEO",0,0,0,0,97.94,156.71,97.94,156.71,97.94,156.71,97.94,156.71
"11D01","SIERRA-AMAZONIA","LOJA","11H00002","ATENEO (PARA ALUMNOS QUE INGRESARON AL NIVEL MÁS BAJO EN EL AÑO LECTIVO 2015- 2016)",105.42,168.69,0,0,0,0,0,0,0,0,0,0
"11D01","SIERRA-AMAZONIA","LOJA","11H00002","ATENEO (PARA TODOS LOS ALUMNOS NUEVOS QUE INGRESARON A PARTIR DEL PERÍODO 2016- 2017)",0,0,0,0,97.95,156.71,97.95,156.71,97.95,156.71,97.95,156.71
"17D04","SIERRA-AMAZONIA","PICHINCHA","17H01247","AURELIO MOSQUERA",0,0,0,0,0,0,26.4,42.24,26.4,42.24,27.22,43.56
"01D02","SIERRA-AMAZONIA","AZUAY","01H01983","BAMBU JARDIN INFANTIL",0,0,134.06,214.5,123.75,198,0,0,0,0,0,0
"01D02","SIERRA-AMAZONIA","AZUAY","01H00339","BELL ACADEMY",0,0,0,0,61.99,99.19,61.99,99.19,61.99,99.19,0,0
"06D01","SIERRA-AMAZONIA","CHIMBORAZO","06H00094","BENJAMIN FRANKLIN SCIENCE SCHOOL",0,0,0,0,29.28,46.85,29.28,46.85,0,0,0,0
"17D03","SIERRA-AMAZONIA","PICHINCHA","17H01406","BERNAT CASTANY PRADO",0,0,0,0,27.98,44.77,27.98,44.77,0,0,0,0
"17D09","SIERRA-AMAZONIA","PICHINCHA","17H02020","BONDONE DI GIOTTO",0,0,0,0,49.5,79.2,49.5,79.2,49.5,79.2,0,0
"17D03","SIERRA-AMAZONIA","PICHINCHA","17H03049","BRIGHAM YOUNG SCHOOL",0,0,80.19,106.92,66.82,106.92,66.82,106.92,66.82,106.92,66.82,106.92
"17D05","SIERRA-AMAZONIA","PICHINCHA","17H03065","BURBUJITA DEL SABER",0,0,203.17,270.9,169.31,270.9,0,0,0,0,0,0
"17D05","SIERRA-AMAZONIA","PICHINCHA","17H00853","CAMBRIDGE INTEGRAL DEL PACÍFICO",0,0,0,0,151.99,243.18,111.48,178.36,0,0,0,0
"17D05","SIERRA-AMAZONIA","PICHINCHA","17H00853","CAMBRIDGE INTEGRAL DEL PACÍFICO (PARA TODOS LOS ALUMNOS NUEVOS QUE INGRESARON A PARTIR DEL PERÍODO 2016-2017)",0,0,0,0,157.01,251.22,116.51,186.41,0,0,0,0
"17D06","SIERRA-AMAZONIA","PICHINCHA","17H01232","CAMINOS A LA LUZ",0,0,0,0,17.32,27.72,17.32,27.72,0,0,0,0
"17D06","SIERRA-AMAZONIA","PICHINCHA","17H01232","CAMINOS A LA LUZ (PARA ALUMNOS QUE INGRESARON AL NIVEL MÁS BAJO EN EL AÑO LECTIVO 2015-2016)",17.47,27.96,0,0,0,0,0,0,0,0,0,0
"17D07","SIERRA-AMAZONIA","PICHINCHA","17H00359","CAMINOS DE LUZ",0,0,0,0,0,0,45.09,72.14,45.09,72.14,0,0
"17D03","SIERRA-AMAZONIA","PICHINCHA","17H03167","CANADA",0,0,0,0,59.4,95.04,59.4,95.04,0,0,0,0
"17D04","SIERRA-AMAZONIA","PICHINCHA","17H00657","CAPULLITOS",0,0,0,0,30.25,48.4,30.25,48.4,0,0,0,0
"17D07","SIERRA-AMAZONIA","PICHINCHA","17H01387","CARLOS PONCE MARTINEZ",0,0,0,0,0,0,15.62,25,15.62,25,15.62,25
"17D02","SIERRA-AMAZONIA","PICHINCHA","17H04269","CDI ABDY GARDEN",0,0,153.75,246,153.75,246,153.75,246,0,0,0,0
"17D08","SIERRA-AMAZONIA","PICHINCHA","17H04227","CDI ALBOROTO",0,0,163.05,217.4,135.88,217.4,0,0,0,0,0,0
"17D08","SIERRA-AMAZONIA","PICHINCHA","17H03709","CDI APRENDILANDIA",0,0,78.38,104.5,65.31,104.5,0,0,0,0,0,0
"17D06","SIERRA-AMAZONIA","PICHINCHA","17H04149","CDI AVENTURA INFANTIL",0,0,140.25,187,116.88,187,0,0,0,0,0,0
"17D05","SIERRA-AMAZONIA","PICHINCHA","17H03678","CDI BILINGUE DE COLORES",0,0,175.19,280.31,127.75,204.39,0,0,0,0,0,0
"17D05","SIERRA-AMAZONIA","PICHINCHA","17H03678","CDI BILINGUE DE COLORES (PARA TODOS LOS ALUMNOS NUEVOS QUE INGRESARON A PARTIR DEL PERÍODO 2016-2017)",0,0,175.19,280.31,127.74,204.39,0,0,0,0,0,0
"17D11","SIERRA-AMAZONIA","PICHINCHA","17H02385","CDI BIOS",0,0,0,0,75.62,121,0,0,0,0,0,0
"17D03","SIERRA-AMAZONIA","PICHINCHA","17H01998","CDI BLUE SKY",0,0,169.12,225.5,140.94,225.5,0,0,0,0,0,0
"17D06","SIERRA-AMAZONIA","PICHINCHA","17H04139","CDI BURBUJITAS DE ALEGRIA",0,0,0,0,61.36,98.18,0,0,0,0,0,0
"17D03","SIERRA-AMAZONIA","PICHINCHA","17H04115","CDI CASITA DE TERNURA",0,0,117.98,157.3,98.31,157.3,0,0,0,0,0,0
"17D06","SIERRA-AMAZONIA","PICHINCHA","17H04137","CDI CETI",0,0,80.75,107.67,61.18,97.89,0,0,0,0,0,0
"17D06","SIERRA-AMAZONIA","PICHINCHA","17H04195","CDI CHENOA KRELYS",0,0,59.38,95,59.38,95,0,0,0,0,0,0
"17D05","SIERRA-AMAZONIA","PICHINCHA","17H04090","CDI CLAP CLAP KIDS",0,0,198.75,318,198.75,318,0,0,0,0,0,0
"17D08","SIERRA-AMAZONIA","PICHINCHA","17H03745","CDI CLUB DE LAS MANITOS",0,0,132,176,110,176,0,0,0,0,0,0
"17D03","SIERRA-AMAZONIA","PICHINCHA","17H04209","CDI CORAZÓNES INQUIETOS",0,0,37.81,60.5,37.81,60.5,37.81,60.5,0,0,0,0
"17D08","SIERRA-AMAZONIA","PICHINCHA","17H03714","CDI CRECIENDO FELICES",0,0,117.14,187.42,117.14,187.42,0,0,0,0,0,0
"17D06","SIERRA-AMAZONIA","PICHINCHA","17H04141","CDI CURIOUS MINDS",0,0,75,120,75,120,0,0,0,0,0,0
"17D08","SIERRA-AMAZONIA","PICHINCHA","17H02837","CDI DINAMICO PICHINCHA",0,0,0,0,31.52,50.44,0,0,0,0,0,0
"17D05","SIERRA-AMAZONIA","PICHINCHA","17H03734","CDI DISCOVER KIDS",0,0,82.5,132,82.5,132,0,0,0,0,0,0
"17D05","SIERRA-AMAZONIA","PICHINCHA","17H04088","CDI EL ANGEL GABRIEL",0,0,165.18,220.24,137.65,220.24,0,0,0,0,0,0
"17D05","SIERRA-AMAZONIA","PICHINCHA","17H04088","CDI EL ANGEL GABRIEL (PARA TODOS LOS ALUMNOS NUEVOS QUE INGRESARON A PARTIR DEL PERÍODO 2016-2017)",0,0,165.18,220.24,137.65,220.24,0,0,0,0,0,0
"17D06","SIERRA-AMAZONIA","PICHINCHA","17H04087","CDI EL MILAGRO DE GUADALUPE",0,0,61.5,82,51.25,82,0,0,0,0,0,0
"17D05","SIERRA-AMAZONIA","PICHINCHA","17H04078","CDI ESTRELLITAS DEL FUTURO",0,0,193.48,309.56,175.88,281.41,0,0,0,0,0,0
"17D05","SIERRA-AMAZONIA","PICHINCHA","17H00013","CDI FAMILIA FELIZ",0,0,148.5,198,123.75,198,123.75,198,0,0,0,0
"17D03","SIERRA-AMAZONIA","PICHINCHA","17H04277","CDI GOTTFRIED W LEIBNIZ",0,0,103.12,165,103.12,165,0,0,0,0,0,0
"17D08","SIERRA-AMAZONIA","PICHINCHA","17H01686","CDI JOSÉ MARTI",0,0,52.22,69.63,43.52,69.63,0,0,0,0,0,0
"17D08","SIERRA-AMAZONIA","PICHINCHA","17H04155","CDI JOY KIDS",0,0,123.75,165,103.12,165,0,0,0,0,0,0
"17D08","SIERRA-AMAZONIA","PICHINCHA","17H04160","CDI KIDS VALLEY",0,0,145.73,194.3,121.44,194.3,0,0,0,0,0,0
"17D03","SIERRA-AMAZONIA","PICHINCHA","17H04200","CDI KYRIOS AGUILITAS FELICES",0,0,56.25,75,46.88,75,0,0,0,0,0,0
"17D06","SIERRA-AMAZONIA","PICHINCHA","17H04136","CDI LAS ABEJITAS DEL SUR",0,0,0,0,99.41,159.06,0,0,0,0,0,0
"17D03","SIERRA-AMAZONIA","PICHINCHA","17H04254","CDI LEV VIGOTSKY",0,0,37.5,60,37.5,60,0,0,0,0,0,0
"17D08","SIERRA-AMAZONIA","PICHINCHA","17H03087","CDI LONDRES",0,0,158.81,211.75,120.31,192.5,0,0,0,0,0,0
"17D08","SIERRA-AMAZONIA","PICHINCHA","17H04156","CDI MAGGIE KINGDOM",0,0,123.75,165,103.12,165,0,0,0,0,0,0
"17D06","SIERRA-AMAZONIA","PICHINCHA","17H04194","CDI MAMA CIGUEÑA",0,0,86.25,138,50,80,0,0,0,0,0,0
"17D08","SIERRA-AMAZONIA","PICHINCHA","17H04251","CDI MAÑANITAS ALEGRES",0,0,119.62,159.5,99.69,159.5,0,0,0,0,0,0
"17D03","SIERRA-AMAZONIA","PICHINCHA","17H04247","CDI MI PEQUEÑO TESORO",0,0,123.75,165,103.12,165,103.12,165,0,0,0,0
"17D06","SIERRA-AMAZONIA","PICHINCHA","17H04133","CDI MILLENIUM KIDS",0,0,171.88,275,171.88,275,0,0,0,0,0,0
"17D08","SIERRA-AMAZONIA","PICHINCHA","17H03723","CDI MIS MOMENTOS FELICES",0,0,192.5,308,192.5,308,0,0,0,0,0,0
"17D06","SIERRA-AMAZONIA","PICHINCHA","17H04157","CDI MOISES ALBANY",0,0,0,0,100.26,160.41,0,0,0,0,0,0
"17D06","SIERRA-AMAZONIA","PICHINCHA","17H04145","CDI MOMMYS ANGELS",0,0,123.88,165.18,103.23,165.18,0,0,0,0,0,0
"17D08","SIERRA-AMAZONIA","PICHINCHA","17H03742","CDI MUNDO DE LUZ",0,0,55,88,55,88,0,0,0,0,0,0
"17D05","SIERRA-AMAZONIA","PICHINCHA","17H03740","CDI MUNDO FANTASTICO",0,0,126.23,168.3,105.19,168.3,0,0,0,0,0,0
"17D06","SIERRA-AMAZONIA","PICHINCHA","17H00902","CDI NACIENTE PROMETEO",0,0,72.24,96.32,54.72,87.56,0,0,0,0,0,0
"17D08","SIERRA-AMAZONIA","PICHINCHA","17H04185","CDI NUESTRA FINCA",0,0,137.5,220,112.5,180,0,0,0,0,0,0
"17D05","SIERRA-AMAZONIA","PICHINCHA","17H03076","CDI PAPEL Y TINTA",0,0,154.79,206.39,117.27,187.64,0,0,0,0,0,0
"17D05","SIERRA-AMAZONIA","PICHINCHA","17H04239","CDI PARAISO MAGICO",0,0,0,0,82.5,132,0,0,0,0,0,0
"17D05","SIERRA-AMAZONIA","PICHINCHA","17H04076","CDI PEQUEÑA GENTE",0,0,195,260,162.5,260,0,0,0,0,0,0
"17D06","SIERRA-AMAZONIA","PICHINCHA","17H04162","CDI PEQUEÑOS TRAVIESOS",0,0,94.5,126,78.75,126,0,0,0,0,0,0
"17D06","SIERRA-AMAZONIA","PICHINCHA","17H04163","CDI PEQUEÑOS TRAVIESOS 2",0,0,94.5,126,78.75,126,0,0,0,0,0,0
"17D08","SIERRA-AMAZONIA","PICHINCHA","17H03736","CDI PITO PITO COLORITO",0,0,125.19,166.92,104.32,166.92,0,0,0,0,0,0
"17D03","SIERRA-AMAZONIA","PICHINCHA","17H04203","CDI PLAY GROUP",0,0,226.88,363,226.88,363,0,0,0,0,0,0
"17D11","SIERRA-AMAZONIA","PICHINCHA","17H03666","CDI PLAZA SESAMO DEL VALLE",0,0,127.5,170,106.25,170,106.25,170,0,0,0,0
"17D02","SIERRA-AMAZONIA","PICHINCHA","17H04268","CDI RINCON DE LUZ",0,0,123.75,165,61.88,99,0,0,0,0,0,0
"17D05","SIERRA-AMAZONIA","PICHINCHA","17H03661","CDI ROCOTIN",0,0,252.31,403.7,252.31,403.7,0,0,0,0,0,0
"17D03","SIERRA-AMAZONIA","PICHINCHA","17H01980","CDI SAINT JOSÉPH",0,0,55,88,55,88,54.14,86.62,0,0,0,0
"17D08","SIERRA-AMAZONIA","PICHINCHA","17H04189","CDI SEMILLITAS DE JOB",0,0,66,88,55,88,0,0,0,0,0,0
"17D05","SIERRA-AMAZONIA","PICHINCHA","17H03733","CDI SMART KIDS PEQUEÑOS INTELIGENTES",0,0,148.5,198,113.44,181.5,0,0,0,0,0,0
"17D05","SIERRA-AMAZONIA","PICHINCHA","17H03733","CDI SMART KIDS PEQUEÑOS INTELIGENTES (PARA ALUMNOS QUE INGRESARON AL NIVEL MÁS BAJO EN EL AÑO LECTIVO 2015-2016)",113.44,181.5,0,0,0,0,0,0,0,0,0,0
"17D05","SIERRA-AMAZONIA","PICHINCHA","17H04147","CDI SOLO PARA NIÑOS",0,0,157.5,210,143.75,230,0,0,0,0,0,0
"17D05","SIERRA-AMAZONIA","PICHINCHA","17H03721","CDI SPLATZ",0,0,140.25,187,116.88,187,0,0,0,0,0,0
"17D08","SIERRA-AMAZONIA","PICHINCHA","17H04275","CDI TESORO INFANTIL",0,0,202.12,269.5,168.44,269.5,0,0,0,0,0,0
"17D05","SIERRA-AMAZONIA","PICHINCHA","17H04143","CDI VALLE DE BERACA",0,0,96.25,154,96.25,154,0,0,0,0,0,0
"17D06","SIERRA-AMAZONIA","PICHINCHA","17H04167","CDI ZONA MAGICA",0,0,89.1,118.8,74.25,118.8,0,0,0,0,0,0
"14D01","SIERRA-AMAZONIA","MORONA SANTIAGO","14B00036","CECIB EDUCACIÓN BÁSICA FISCOMISIONAL JUAN LEON MERA",0,0,0,0,0,0,3.78,6.05,3.78,6.05,0,0
"14D01","SIERRA-AMAZONIA","MORONA SANTIAGO","14B00036","CECIB EDUCACIÓN BÁSICA FISCOMISIONAL JUAN LEON MERA (PARA TODOS LOS ALUMNOS NUEVOS QUE INGRESARON A PARTIR DEL PERÍODO 2016-2017)",0,0,0,0,0,0,4.07,6.51,4.07,6.51,0,0
"17D04","SIERRA-AMAZONIA","PICHINCHA","17B00219","CECIB YACHAY WASI",0,0,0,0,0,0,21.94,35.1,0,0,0,0
"06D04","SIERRA-AMAZONIA","CHIMBORAZO","06B00485","CECIBEB 3 DE MAYO",0,0,0,0,0,0,0,0,0,0,0,0
"06D04","SIERRA-AMAZONIA","CHIMBORAZO","06B00406","CECIBEB USUBUG FE Y ALEGRIA",0,0,0,0,0,0,0,0,0,0,0,0
"01D02","SIERRA-AMAZONIA","AZUAY","01H00527","CEDEI SCHOOL",0,0,0,0,123.19,197.11,122.61,196.18,122.61,196.18,122.61,196.18
"01D02","SIERRA-AMAZONIA","AZUAY","01H00527","CEDEI SCHOOL (PARA ALUMNOS QUE INGRESARON AL NIVEL MÁS BAJO EN EL AÑO LECTIVO 2015-2016)",123.24,197.19,0,0,0,0,0,0,0,0,0,0
"01D02","SIERRA-AMAZONIA","AZUAY","01H00527","CEDEI SCHOOL (PARA TODOS LOS ALUMNOS NUEVOS QUE INGRESARON A PARTIR DEL PERÍODO 2016-2017)",0,0,0,0,131.54,210.46,130.92,209.46,130.92,209.46,130.92,209.46
"01D02","SIERRA-AMAZONIA","AZUAY","01H01886","CEDIN DOWN",0,0,0,0,103.12,165,103.12,165,103.12,165,0,0
"01D01","SIERRA-AMAZONIA","AZUAY","01H01974","CEI ESTRELLITAS CREATIVAS",0,0,107.06,171.29,95.59,152.94,0,0,0,0,0,0
"01D01","SIERRA-AMAZONIA","AZUAY","01H01974","CEI ESTRELLITAS CREATIVAS (PARA TODOS LOS ALUMNOS NUEVOS QUE INGRESARON A PARTIR DEL PERÍODO 2016-2017)",0,0,107.06,171.29,95.59,152.94,0,0,0,0,0,0
"18D01","SIERRA-AMAZONIA","TUNGURAHUA","18H00917","CEI MIS CHIQUITINES",0,0,82.09,131.34,82.09,131.34,0,0,0,0,0,0
"18D01","SIERRA-AMAZONIA","TUNGURAHUA","18H00917","CEI MIS CHIQUITINES (PARA TODOS LOS ESTUDIANTES NUEVOS QUE INGRESARON A PARTIR DEL PERÍODO 2016-2017)",0,0,134.48,179.3,112.07,179.3,0,0,0,0,0,0
"05D04","SIERRA-AMAZONIA","COTOPAXI","05H01047","CEI PARTICULAR EXPLORA KIDS",0,0,28.12,45,28.12,45,0,0,0,0,0,0
"01D02","SIERRA-AMAZONIA","AZUAY","01H01840","CEI PEQUEÑOS EXPLORADORES",0,0,79.41,127.05,79.41,127.05,0,0,0,0,0,0
"01D02","SIERRA-AMAZONIA","AZUAY","01H01840","CEI PEQUEÑOS EXPLORADORES (PARA ALUMNOS QUE INGRESARON AL NIVEL MÁS BAJO EN EL AÑO LECTIVO 2015-2016)",79.41,127.05,0,0,0,0,0,0,0,0,0,0
"10D01","SIERRA-AMAZONIA","IMBABURA","10H00773","CEI PEQUEÑOS GIGANTES",0,0,0,0,83.68,133.89,0,0,0,0,0,0
"03D01","SIERRA-AMAZONIA","CAÑAR","03H00791","CEI RAYITOS DE LUZ",0,0,82.5,132,51.56,82.5,0,0,0,0,0,0
"18D02","SIERRA-AMAZONIA","TUNGURAHUA","18H00910","CEI RINCONCITO DE TERNURAS",0,0,0,0,27.5,44,0,0,0,0,0,0
"01D02","SIERRA-AMAZONIA","AZUAY","01H01677","CEIP BAMBI",0,0,122.35,195.77,75.71,121.13,0,0,0,0,0,0
"01D02","SIERRA-AMAZONIA","AZUAY","01H00351","CEIP KINDER GARDEN",0,0,110,176,68.75,110,0,0,0,0,0,0
"01D02","SIERRA-AMAZONIA","AZUAY","01H01972","CEIP MI RINCON CREATIVO",0,0,125.81,201.3,65.31,104.5,0,0,0,0,0,0
"17D11","SIERRA-AMAZONIA","PICHINCHA","17H02472","CELESTIN FREINET DEL VALLE",0,0,0,0,41.59,66.55,41.59,66.55,0,0,0,0
"17D11","SIERRA-AMAZONIA","PICHINCHA","17H02472","CELESTIN FREINET DEL VALLE (PARA TODOS LOS ALUMNOS NUEVOS QUE INGRESARON A PARTIR DEL PERÍODO 2016-2017)",0,0,0,0,42.05,67.3,42.05,67.3,0,0,0,0
"17D06","SIERRA-AMAZONIA","PICHINCHA","17H04240","CENARTES",0,0,0,0,27.5,44,0,0,0,0,0,0
"17D11","SIERRA-AMAZONIA","PICHINCHA","17H03690","CENTRO DE DESARROLLO INFANTIL ALIANZA SOCIAL",0,0,53.46,71.28,44.55,71.28,0,0,0,0,0,0
"18D02","SIERRA-AMAZONIA","TUNGURAHUA","18H00908","CENTRO DE EDUCACIÓN INICIAL GIO GIO",0,0,49.5,66,41.25,66,0,0,0,0,0,0
"01D02","SIERRA-AMAZONIA","AZUAY","01H00467","CENTRO DE EDUCACIÓN INICIAL PARTICULAR EL PRINCIPITO",0,0,0,0,31.28,50.04,0,0,0,0,0,0
"17D03","SIERRA-AMAZONIA","PICHINCHA","17H01993","CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA INFANCIA NUEVO MIGUELITO",0,0,0,0,34.38,55,0,0,0,0,0,0
"17D05","SIERRA-AMAZONIA","PICHINCHA","17H04216","CENTRO DE DESARROLLO INFANTIK PARA LA PRIMERA INFANCIA MADRE LIVIA IANESELLI",0,0,61.88,99,0,0,0,0,0,0,0,0
"17D11","SIERRA-AMAZONIA","PICHINCHA","17H03671","CENTRO DE DESARROLLO INFANTIL ABEJITA SABIA",0,0,60,80,31.25,50,0,0,0,0,0,0
"17D08","SIERRA-AMAZONIA","PICHINCHA","17H03701","CENTRO DE DESARROLLO INFANTIL APRENDER JUGANDO Y CRECER FELIZ",0,0,34.41,55.06,34.41,55.06,0,0,0,0,0,0
"17D09","SIERRA-AMAZONIA","PICHINCHA","17H03729","CENTRO DE DESARROLLO INFANTIL ARBOL DE LIMON",0,0,218.75,350,218.75,350,0,0,0,0,0,0
"17D11","SIERRA-AMAZONIA","PICHINCHA","17H03688","CENTRO DE DESARROLLO INFANTIL BELU",0,0,160.38,213.84,99.01,158.41,0,0,0,0,0,0
"17D09","SIERRA-AMAZONIA","PICHINCHA","17H04187","CENTRO DE DESARROLLO INFANTIL BOSQUE MAGICO",0,0,314.44,419.26,262.03,419.26,0,0,0,0,0,0
"17D04","SIERRA-AMAZONIA","PICHINCHA","17H04170","CENTRO DE DESARROLLO INFANTIL CASITA DE LA TIA MARY",0,0,34.38,55,34.38,55,0,0,0,0,0,0
"01D01","SIERRA-AMAZONIA","AZUAY","01H00402","CENTRO DE DESARROLLO INFANTIL CDI",0,0,0,0,0,0,37.81,60.5,0,0,0,0
"17D06","SIERRA-AMAZONIA","PICHINCHA","17H04193","CENTRO DE DESARROLLO INFANTIL DANIEL GILMAN",0,0,115.5,154,96.25,154,0,0,0,0,0,0
"17D05","SIERRA-AMAZONIA","PICHINCHA","17H04082","CENTRO DE DESARROLLO INFANTIL DIDACTA MANUELA SAENZ",0,0,158.12,253,158.12,253,0,0,0,0,0,0
"17D08","SIERRA-AMAZONIA","PICHINCHA","17H04259","CENTRO DE DESARROLLO INFANTIL GOTITAS DE AMOR",0,0,74.25,118.8,74.25,118.8,0,0,0,0,0,0
"17D11","SIERRA-AMAZONIA","PICHINCHA","17H02412","CENTRO DE DESARROLLO INFANTIL HAPPY WORLD",0,0,68.75,110,68.75,110,0,0,0,0,0,0
"17D05","SIERRA-AMAZONIA","PICHINCHA","17H00224","CENTRO DE DESARROLLO INFANTIL JARDIN DE INFANTES PULGARCITO",0,0,188.1,250.8,156.36,250.18,0,0,0,0,0,0
"17D05","SIERRA-AMAZONIA","PICHINCHA","17H00224","CENTRO DE DESARROLLO INFANTIL JARDIN DE INFANTES PULGARCITO (PARA TODOS LOS ALUMNOS NUEVOS QUE INGRESARON A PARTIR DEL PERÍODO 2016-2017)",0,0,0,0,156.89,251.02,0,0,0,0,0,0
"17D05","SIERRA-AMAZONIA","PICHINCHA","17H03663","CENTRO DE DESARROLLO INFANTIL LITTLE PRESCHOOL",0,0,136.12,217.8,136.12,217.8,0,0,0,0,0,0
"17D08","SIERRA-AMAZONIA","PICHINCHA","17H03702","CENTRO DE DESARROLLO INFANTIL LITTLE VALLEY",0,0,235.53,376.85,214.12,342.59,0,0,0,0,0,0
"17D06","SIERRA-AMAZONIA","PICHINCHA","17H03720","CENTRO DE DESARROLLO INFANTIL LOS AMIGOS DE JESÚS",0,0,67.5,108,67.5,108,0,0,0,0,0,0
"17D08","SIERRA-AMAZONIA","PICHINCHA","17H03703","CENTRO DE DESARROLLO INFANTIL LOS OLIVOS",0,0,217.02,289.37,164.42,263.06,0,0,0,0,0,0
"01D01","SIERRA-AMAZONIA","AZUAY","01H01839","CENTRO DE DESARROLLO INFANTIL LOS PITUFITOS",0,0,56.25,90,56.25,90,0,0,0,0,0,0
"17D04","SIERRA-AMAZONIA","PICHINCHA","17H03109","CENTRO DE DESARROLLO INFANTIL MAGICO CIELO",0,0,99,132,82.5,132,0,0,0,0,0,0
"10D01","SIERRA-AMAZONIA","IMBABURA","10H00778","CENTRO DE DESARROLLO INFANTIL MIS DIAS FELICES",0,0,90.62,145,90.62,145,0,0,0,0,0,0
"01D01","SIERRA-AMAZONIA","AZUAY","01H00066","CENTRO DE DESARROLLO INFANTIL MIS ENANITOS",0,0,90.75,121,75.62,121,0,0,0,0,0,0
"17D02","SIERRA-AMAZONIA","PICHINCHA","17H04093","CENTRO DE DESARROLLO INFANTIL MIS PINGUINITOS",0,0,132,176,110,176,0,0,0,0,0,0
"17D05","SIERRA-AMAZONIA","PICHINCHA","17H00881","CENTRO DE DESARROLLO INFANTIL MIS PRIMEROS AMIGOS",0,0,153.75,205,93.75,150,0,0,0,0,0,0
"17D05","SIERRA-AMAZONIA","PICHINCHA","17H03705","CENTRO DE DESARROLLO INFANTIL MY HONEY KIDS",0,0,129.6,172.8,108,172.8,0,0,0,0,0,0
"17D05","SIERRA-AMAZONIA","PICHINCHA","17H02719","CENTRO DE DESARROLLO INFANTIL NORWAY",0,0,33.75,54,33.75,54,33.75,54,0,0,0,0
"17D08","SIERRA-AMAZONIA","PICHINCHA","17H03310","CENTRO DE DESARROLLO INFANTIL PARA LA PRIMERA INFANCIA LOS PERICOS",0,0,82.5,110,68.75,110,0,0,0,0,0,0
"17D05","SIERRA-AMAZONIA","PICHINCHA","17H03112","CENTRO DE DESARROLLO INFANTIL PARTICULAR TRAZOS Y COLORES",0,0,152.23,243.57,152.23,243.57,0,0,0,0,0,0
"17D05","SIERRA-AMAZONIA","PICHINCHA","17H03112","CENTRO DE DESARROLLO INFANTIL PARTICULAR TRAZOS Y COLORES (PARA TODOS LOS ALUMNOS NUEVOS QUE INGRESARON A PARTIR DEL PERÍODO 2016-2017)",0,0,0,0,166.74,266.78,0,0,0,0,0,0
"17D03","SIERRA-AMAZONIA","PICHINCHA","17H03728","CENTRO DE DESARROLLO INFANTIL PASEO POR EL SOL",0,0,162,216,135,216,0,0,0,0,0,0
"17D05","SIERRA-AMAZONIA","PICHINCHA","17H03675","CENTRO DE DESARROLLO INFANTIL PEQUEÑAS IDEAS",0,0,186.14,297.82,164.24,262.78,0,0,0,0,0,0
"17D04","SIERRA-AMAZONIA","PICHINCHA","17H04159","CENTRO DE DESARROLLO INFANTIL PEQUEÑITOS DE JESÚS",0,0,75,120,43.75,70,0,0,0,0,0,0
"01D02","SIERRA-AMAZONIA","AZUAY","01H01981","CENTRO DE DESARROLLO INFANTIL PRIMEROS PASOS",0,0,126.44,202.31,0,0,0,0,0,0,0,0
"01D02","SIERRA-AMAZONIA","AZUAY","01H00472","CENTRO DE DESARROLLO INFANTIL PULGARCITO",0,0,101.25,135,84.38,135,0,0,0,0,0,0
"17D05","SIERRA-AMAZONIA","PICHINCHA","17H03117","CENTRO DE DESARROLLO INFANTIL RINCON DE TRAVESURAS BOSMEDIANO",0,0,206.25,275,171.88,275,0,0,0,0,0,0
"17D03","SIERRA-AMAZONIA","PICHINCHA","17H02969","CENTRO DE DESARROLLO INFANTIL TERNURA",0,0,0,0,112.06,179.3,0,0,0,0,0,0
"17D06","SIERRA-AMAZONIA","PICHINCHA","17H04135","CENTRO DE DESARROLLO INFANTIL VERDE PAIS",0,0,91.76,122.35,61.18,97.89,0,0,0,0,0,0
"01D01","SIERRA-AMAZONIA","AZUAY","01H00134","CENTRO DE DESARROLLO INICIAL LA DIVINA PROVIDENCIA",0,0,0,0,59.38,95,0,0,0,0,0,0
